source name	characteristics[organism]	characteristics[organism part]	characteristics[developmental stage]	characteristics[cell type]	characteristics[disease]	characteristics[sex]	characteristics[strain or breed]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms min mz]	comment[ms max mz]	comment[carrier channel]	comment[reference channel]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[developmental stage]
Xla_zygote_a6	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=fertilized egg stage;AC=EFO:0001322	NT=animal zygote;AC=CL:0000365	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_zygote_a6	1	not pooled	6	run 12	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	2	2017-09-01_CL06_1cell_7_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=fertilized egg stage;AC=EFO:0001322
Xla_zygote_a7	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=fertilized egg stage;AC=EFO:0001322	NT=animal zygote;AC=CL:0000365	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_zygote_a7	1	not pooled	7	run 13	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	1	2017-09-08_CL02_1-cell_8_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=fertilized egg stage;AC=EFO:0001322
Xla_zygote_a7	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=fertilized egg stage;AC=EFO:0001322	NT=animal zygote;AC=CL:0000365	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_zygote_a7	1	not pooled	7	run 14	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	2	2017-09-08_CL03_1-cell_8_3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=fertilized egg stage;AC=EFO:0001322
Xla_zygote_a8	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=fertilized egg stage;AC=EFO:0001322	NT=animal zygote;AC=CL:0000365	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_zygote_a8	1	not pooled	8	run 15	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	1	2017-09-08_CL04_1-cell_9_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=fertilized egg stage;AC=EFO:0001322
Xla_zygote_a8	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=fertilized egg stage;AC=EFO:0001322	NT=animal zygote;AC=CL:0000365	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_zygote_a8	1	not pooled	8	run 16	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	2	2017-09-08_CL05_1-cell_9_2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=fertilized egg stage;AC=EFO:0001322
Xla_16cell_D11_c1	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=NF stage 5 (16-cell);AC=XAO:1000015	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_16cell_D11_c1	1	not pooled	1	run 17	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	1	2016-07-27_CL02_nESI_D11_u-AmmBic_1-1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=NF stage 5 (16-cell);AC=XAO:1000015
Xla_16cell_D11_c1	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=NF stage 5 (16-cell);AC=XAO:1000015	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_16cell_D11_c1	1	not pooled	1	run 18	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	2	2016-07-27_CL03_nESI_D11_u-AmmBic_1-2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=NF stage 5 (16-cell);AC=XAO:1000015
Xla_16cell_D11_c1	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=NF stage 5 (16-cell);AC=XAO:1000015	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_16cell_D11_c1	1	not pooled	1	run 19	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	3	2016-07-27_CL04_nESI_D11_u-AmmBic_1-3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=NF stage 5 (16-cell);AC=XAO:1000015
Xla_16cell_D11_c2	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=NF stage 5 (16-cell);AC=XAO:1000015	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_16cell_D11_c2	1	not pooled	2	run 20	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	1	2016-08-03_CL02_nESI_D11_usample-AmmBic_5-1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=NF stage 5 (16-cell);AC=XAO:1000015
Xla_16cell_D11_c2	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=NF stage 5 (16-cell);AC=XAO:1000015	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_16cell_D11_c2	1	not pooled	2	run 21	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	2	2016-08-03_CL03_nESI_D11_usample-AmmBic_5-2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=NF stage 5 (16-cell);AC=XAO:1000015
Xla_16cell_D11_c2	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=NF stage 5 (16-cell);AC=XAO:1000015	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_16cell_D11_c2	1	not pooled	2	run 22	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	3	2016-08-03_CL04_nESI_D11_usample-AmmBic_5-3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=NF stage 5 (16-cell);AC=XAO:1000015
Xla_16cell_D11_c3	NT=Xenopus laevis;AC=NCBITaxon:8355	NT=embryo;AC=UBERON:0000922	NT=NF stage 5 (16-cell);AC=XAO:1000015	NT=blastoderm cell;AC=CL:0000353	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	not applicable	Xla_16cell_D11_c3	1	not pooled	3	run 23	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	5 ppm	20 ppm	not applicable	not applicable	350m/z	1600m/z	not applicable	not applicable	1	1	2016-10-07_CL04_16cell1_10-06_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	NT=NF stage 5 (16-cell);AC=XAO:1000015
