source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[material type]	characteristics[treatment]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[reduction reagent]	comment[alkylation reagent]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[dia method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[cell line]	factor value[treatment]
LL2076_p6_HelaQC_250pg_blo1_RE3_rep3_ch2_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 145	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p6_HelaQC_250pg_blo1_RE3_rep3_ch2_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p6_HelaQC_250pg_blo1_RF3_rep5_ch1_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 146	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p6_HelaQC_250pg_blo1_RF3_rep5_ch1_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p6_HelaQC_250pg_blo1_RG3_rep5_ch2_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 147	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p6_HelaQC_250pg_blo1_RG3_rep5_ch2_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p6_HelaQC_250pg_blo1_RH3_rep6_ch1_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 148	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p6_HelaQC_250pg_blo1_RH3_rep6_ch1_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p6_HelaQC_250pg_blo1_RI3_rep7_ch2_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 149	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p6_HelaQC_250pg_blo1_RI3_rep7_ch2_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p6_HelaQC_250pg_blo1_RJ3_rep8_ch1_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 150	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p6_HelaQC_250pg_blo1_RJ3_rep8_ch1_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p6_HelaQC_250pg_blo1_RK3_rep9_ch2_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 151	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p6_HelaQC_250pg_blo1_RK3_rep9_ch2_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p6_HelaQC_250pg_blo1_RL3_rep10_ch1_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 152	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p6_HelaQC_250pg_blo1_RL3_rep10_ch1_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p6_HelaQC_250pg_blo1_RM3_rep11_ch2_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 153	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p6_HelaQC_250pg_blo1_RM3_rep11_ch2_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p6_HelaQC_250pg_blo2_RF4_rep5_ch1_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 154	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p6_HelaQC_250pg_blo2_RF4_rep5_ch1_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p6_HelaQC_250pg_blo2_RG4_rep5_ch2_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 155	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p6_HelaQC_250pg_blo2_RG4_rep5_ch2_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p6_HelaQC_250pg_blo2_RH4_rep6_ch1_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 156	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p6_HelaQC_250pg_blo2_RH4_rep6_ch1_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p6_HelaQC_250pg_blo2_RI4_rep7_ch2_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 157	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p6_HelaQC_250pg_blo2_RI4_rep7_ch2_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p6_HelaQC_250pg_blo2_RJ4_rep8_ch1_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 158	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p6_HelaQC_250pg_blo2_RJ4_rep8_ch1_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p6_HelaQC_250pg_blo2_RK4_rep9_ch2_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 159	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p6_HelaQC_250pg_blo2_RK4_rep9_ch2_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p6_HelaQC_250pg_blo2_RL4_rep10_ch1_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 160	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p6_HelaQC_250pg_blo2_RL4_rep10_ch1_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p6_HelaQC_250pg_blo2_RM4_rep11_ch2_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 161	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p6_HelaQC_250pg_blo2_RM4_rep11_ch2_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p6_HelaQC_250pg_blo2_RN4_rep12_ch1_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 162	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p6_HelaQC_250pg_blo2_RN4_rep12_ch1_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p6_HelaQC_250pg_blo3_RC5_rep1_ch2_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 163	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p6_HelaQC_250pg_blo3_RC5_rep1_ch2_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
