source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[genotype]	characteristics[culture medium]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[spiked compound]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms1 scan range]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[cell line]	factor value[genotype]
K562_30m_r4c4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pleural effusion;AC=UBERON:0000175	NT=myeloid cell;AC=CL:0000763	NT=blast phase chronic myelogenous leukemia, BCR-ABL1 positive;AC=MONDO:0006115	NT=K562;AC=EFO:0002067	CVCL_0004	K-562	53Y	female	NT=European ancestry;AC=HANCESTRO:0005	not available	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=single cell;AC=PRIDE:0000897	cellenONE	K562_30m_r4c4	1	not applicable	10	run 91	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	not available	20 ppm	375m/z-1575m/z	1	1	Ex_AuLC1_30m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_8mz_K5_r4c4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	K-562	not available
K562_30m_r4c7	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pleural effusion;AC=UBERON:0000175	NT=myeloid cell;AC=CL:0000763	NT=blast phase chronic myelogenous leukemia, BCR-ABL1 positive;AC=MONDO:0006115	NT=K562;AC=EFO:0002067	CVCL_0004	K-562	53Y	female	NT=European ancestry;AC=HANCESTRO:0005	not available	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=single cell;AC=PRIDE:0000897	cellenONE	K562_30m_r4c7	1	not applicable	24	run 92	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	not available	not available	375m/z-1575m/z	1	1	Ex_AuLC1_30m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIASwath_K5_r4c7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	K-562	not available
K562_30m_r4c8	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pleural effusion;AC=UBERON:0000175	NT=myeloid cell;AC=CL:0000763	NT=blast phase chronic myelogenous leukemia, BCR-ABL1 positive;AC=MONDO:0006115	NT=K562;AC=EFO:0002067	CVCL_0004	K-562	53Y	female	NT=European ancestry;AC=HANCESTRO:0005	not available	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=single cell;AC=PRIDE:0000897	cellenONE	K562_30m_r4c8	1	not applicable	16	run 93	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	not available	not available	375m/z-1575m/z	1	1	Ex_AuLC1_30m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_K5_r4c8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	K-562	not available
K562_30m_r4c9	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pleural effusion;AC=UBERON:0000175	NT=myeloid cell;AC=CL:0000763	NT=blast phase chronic myelogenous leukemia, BCR-ABL1 positive;AC=MONDO:0006115	NT=K562;AC=EFO:0002067	CVCL_0004	K-562	53Y	female	NT=European ancestry;AC=HANCESTRO:0005	not available	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=single cell;AC=PRIDE:0000897	cellenONE	K562_30m_r4c9	1	not applicable	17	run 94	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	not available	not available	375m/z-1575m/z	1	1	Ex_AuLC1_30m_2D19_4_20um30cm_SPE50_15118120_OTOT_11860_DIA50_K5_r4c9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	K-562	not available
K562_60m_r1c5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pleural effusion;AC=UBERON:0000175	NT=myeloid cell;AC=CL:0000763	NT=blast phase chronic myelogenous leukemia, BCR-ABL1 positive;AC=MONDO:0006115	NT=K562;AC=EFO:0002067	CVCL_0004	K-562	53Y	female	NT=European ancestry;AC=HANCESTRO:0005	not available	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=single cell;AC=PRIDE:0000897	cellenONE	K562_60m_r1c5	1	not applicable	1	run 95	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	not available	20 ppm	375m/z-1575m/z	1	1	Ex_AuLC1_60m_2D19_4_20um30cm_SPE50_15118120_OTOT_246120_8mz_K5_r1c5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	K-562	not available
K562_60m_r2c4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pleural effusion;AC=UBERON:0000175	NT=myeloid cell;AC=CL:0000763	NT=blast phase chronic myelogenous leukemia, BCR-ABL1 positive;AC=MONDO:0006115	NT=K562;AC=EFO:0002067	CVCL_0004	K-562	53Y	female	NT=European ancestry;AC=HANCESTRO:0005	not available	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=single cell;AC=PRIDE:0000897	cellenONE	K562_60m_r2c4	1	not applicable	2	run 96	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	not available	20 ppm	375m/z-1575m/z	1	1	Ex_AuLC1_60m_2D19_4_20um30cm_SPE50_15118120_OTOT_246120_8mz_K5_r2c4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	K-562	not available
K562_60m_r2c5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pleural effusion;AC=UBERON:0000175	NT=myeloid cell;AC=CL:0000763	NT=blast phase chronic myelogenous leukemia, BCR-ABL1 positive;AC=MONDO:0006115	NT=K562;AC=EFO:0002067	CVCL_0004	K-562	53Y	female	NT=European ancestry;AC=HANCESTRO:0005	not available	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=single cell;AC=PRIDE:0000897	cellenONE	K562_60m_r2c5	1	not applicable	3	run 97	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	not available	20 ppm	375m/z-1575m/z	1	1	Ex_AuLC1_60m_2D19_4_20um30cm_SPE50_15118120_OTOT_246120_8mz_K5_r2c5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	K-562	not available
K562_60m_r3c1	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pleural effusion;AC=UBERON:0000175	NT=myeloid cell;AC=CL:0000763	NT=blast phase chronic myelogenous leukemia, BCR-ABL1 positive;AC=MONDO:0006115	NT=K562;AC=EFO:0002067	CVCL_0004	K-562	53Y	female	NT=European ancestry;AC=HANCESTRO:0005	not available	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=single cell;AC=PRIDE:0000897	cellenONE	K562_60m_r3c1	1	not applicable	4	run 98	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	not available	20 ppm	375m/z-1575m/z	1	1	Ex_AuLC1_60m_2D19_4_20um30cm_SPE50_15118120_OTOT_246120_8mz_K5_r3c1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	K-562	not available
K562_60m_r3c2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pleural effusion;AC=UBERON:0000175	NT=myeloid cell;AC=CL:0000763	NT=blast phase chronic myelogenous leukemia, BCR-ABL1 positive;AC=MONDO:0006115	NT=K562;AC=EFO:0002067	CVCL_0004	K-562	53Y	female	NT=European ancestry;AC=HANCESTRO:0005	not available	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=single cell;AC=PRIDE:0000897	cellenONE	K562_60m_r3c2	1	not applicable	5	run 99	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	not available	20 ppm	375m/z-1575m/z	1	1	Ex_AuLC1_60m_2D19_4_20um30cm_SPE50_15118120_OTOT_246120_8mz_K5_r3c2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	K-562	not available
K562_60m_r3c3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pleural effusion;AC=UBERON:0000175	NT=myeloid cell;AC=CL:0000763	NT=blast phase chronic myelogenous leukemia, BCR-ABL1 positive;AC=MONDO:0006115	NT=K562;AC=EFO:0002067	CVCL_0004	K-562	53Y	female	NT=European ancestry;AC=HANCESTRO:0005	not available	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=single cell;AC=PRIDE:0000897	cellenONE	K562_60m_r3c3	1	not applicable	6	run 100	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	not available	20 ppm	375m/z-1575m/z	1	1	Ex_AuLC1_60m_2D19_4_20um30cm_SPE50_15118120_OTOT_246120_8mz_K5_r3c3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	K-562	not available
K562_60m_r3c4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pleural effusion;AC=UBERON:0000175	NT=myeloid cell;AC=CL:0000763	NT=blast phase chronic myelogenous leukemia, BCR-ABL1 positive;AC=MONDO:0006115	NT=K562;AC=EFO:0002067	CVCL_0004	K-562	53Y	female	NT=European ancestry;AC=HANCESTRO:0005	not available	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=single cell;AC=PRIDE:0000897	cellenONE	K562_60m_r3c4	1	not applicable	7	run 101	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	not available	20 ppm	375m/z-1575m/z	1	1	Ex_AuLC1_60m_2D19_4_20um30cm_SPE50_15118120_OTOT_246120_8mz_K5_r3c4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	K-562	not available
K562_60m_r3c5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pleural effusion;AC=UBERON:0000175	NT=myeloid cell;AC=CL:0000763	NT=blast phase chronic myelogenous leukemia, BCR-ABL1 positive;AC=MONDO:0006115	NT=K562;AC=EFO:0002067	CVCL_0004	K-562	53Y	female	NT=European ancestry;AC=HANCESTRO:0005	not available	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=single cell;AC=PRIDE:0000897	cellenONE	K562_60m_r3c5	1	not applicable	8	run 102	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	not available	20 ppm	375m/z-1575m/z	1	1	Ex_AuLC1_60m_2D19_4_20um30cm_SPE50_15118120_OTOT_246120_8mz_K5_r3c5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	K-562	not available
K562_60m_r4c5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pleural effusion;AC=UBERON:0000175	NT=myeloid cell;AC=CL:0000763	NT=blast phase chronic myelogenous leukemia, BCR-ABL1 positive;AC=MONDO:0006115	NT=K562;AC=EFO:0002067	CVCL_0004	K-562	53Y	female	NT=European ancestry;AC=HANCESTRO:0005	not available	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=single cell;AC=PRIDE:0000897	cellenONE	K562_60m_r4c5	1	not applicable	9	run 103	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	not available	20 ppm	375m/z-1575m/z	1	1	Ex_AuLC1_60m_2D19_4_20um30cm_SPE50_15118120_OTOT_246120_8mz_K5_r4c5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	K-562	not available
K562_60m_r4c6	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pleural effusion;AC=UBERON:0000175	NT=myeloid cell;AC=CL:0000763	NT=blast phase chronic myelogenous leukemia, BCR-ABL1 positive;AC=MONDO:0006115	NT=K562;AC=EFO:0002067	CVCL_0004	K-562	53Y	female	NT=European ancestry;AC=HANCESTRO:0005	not available	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=single cell;AC=PRIDE:0000897	cellenONE	K562_60m_r4c6	1	not applicable	10	run 104	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	not available	20 ppm	375m/z-1575m/z	1	1	Ex_AuLC1_60m_2D19_4_20um30cm_SPE50_15118120_OTOT_246120_8mz_K5_r4c6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	K-562	not available
HeLa_S3_digest_standard_10ng	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	NT=African American or Afro-Caribbean ancestry;AC=HANCESTRO:0016	not available	not available	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	not applicable	1	run 105	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	not available	20 ppm	375m/z-1575m/z	1	1	Ex_AuLC1_15m_2D19_3_20um30cm_SPE50_15118120_OTOT_2215_10ng_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	HeLa S3	not available
HeLa_S3_digest_standard_10ng	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	NT=African American or Afro-Caribbean ancestry;AC=HANCESTRO:0016	not available	not available	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	not applicable	1	run 106	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	not available	20 ppm	375m/z-1575m/z	1	2	Ex_AuLC1_15m_2D19_3_20um30cm_SPE50_15118120_OTOT_2215_10ng_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	HeLa S3	not available
HeLa_S3_digest_standard_10ng	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	NT=African American or Afro-Caribbean ancestry;AC=HANCESTRO:0016	not available	not available	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	not applicable	1	run 107	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	not available	not available	375m/z-1575m/z	1	3	Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_2215_DIA10_10ng_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	HeLa S3	not available
HeLa_S3_digest_standard_10ng	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	NT=African American or Afro-Caribbean ancestry;AC=HANCESTRO:0016	not available	not available	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	not applicable	1	run 108	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	not available	not available	375m/z-1575m/z	1	4	Ex_AuLC1_15m_2D19_4_20um30cm_SPE50_15118120_OTOT_2215_DIA20_10ng_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	HeLa S3	not available
HeLa_S3_digest_standard_10ng	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	NT=African American or Afro-Caribbean ancestry;AC=HANCESTRO:0016	not available	not available	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	not applicable	1	run 109	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	not available	20 ppm	375m/z-1575m/z	1	5	Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_2215_10ng_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	HeLa S3	not available
HeLa_S3_digest_standard_10ng	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	NT=African American or Afro-Caribbean ancestry;AC=HANCESTRO:0016	not available	not available	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	not applicable	1	run 110	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	not available	20 ppm	375m/z-1575m/z	1	6	Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_2215_10ng_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	HeLa S3	not available
HeLa_S3_digest_standard_10ng	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	NT=African American or Afro-Caribbean ancestry;AC=HANCESTRO:0016	not available	not available	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	not applicable	1	run 111	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	30% NCE	not available	not available	375m/z-1575m/z	1	7	Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_5430_DIA10_10ng_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	HeLa S3	not available
