source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dia method]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[cell line]
H460_out100_E4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung large cell carcinoma;AC=MONDO:0003050	NT=NCI-H460;AC=CLO:0008089	CVCL_0459	NCI-H460	not available	male	cell	NT=single cell;AC=PRIDE:0000897	cellenONE	H460_out100_E4	1	11	run 11	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	20	1	1	202500611_Astral1_Neo6_TH113_Matzinger_THIDSP_006__80SPD_out100_H460_E4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=NCI-H460;AC=CLO:0008089
H460_out100_E5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung large cell carcinoma;AC=MONDO:0003050	NT=NCI-H460;AC=CLO:0008089	CVCL_0459	NCI-H460	not available	male	cell	NT=single cell;AC=PRIDE:0000897	cellenONE	H460_out100_E5	1	12	run 12	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	20	1	1	202500611_Astral1_Neo6_TH113_Matzinger_THIDSP_006__80SPD_out100_H460_E5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=NCI-H460;AC=CLO:0008089
H460_out100_E6	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung large cell carcinoma;AC=MONDO:0003050	NT=NCI-H460;AC=CLO:0008089	CVCL_0459	NCI-H460	not available	male	cell	NT=single cell;AC=PRIDE:0000897	cellenONE	H460_out100_E6	1	13	run 13	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	20	1	1	202500611_Astral1_Neo6_TH113_Matzinger_THIDSP_006__80SPD_out100_H460_E6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=NCI-H460;AC=CLO:0008089
H460_out100_E7	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung large cell carcinoma;AC=MONDO:0003050	NT=NCI-H460;AC=CLO:0008089	CVCL_0459	NCI-H460	not available	male	cell	NT=single cell;AC=PRIDE:0000897	cellenONE	H460_out100_E7	1	14	run 14	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	20	1	1	202500611_Astral1_Neo6_TH113_Matzinger_THIDSP_006__80SPD_out100_H460_E7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=NCI-H460;AC=CLO:0008089
H460_out80_D1	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung large cell carcinoma;AC=MONDO:0003050	NT=NCI-H460;AC=CLO:0008089	CVCL_0459	NCI-H460	not available	male	cell	NT=single cell;AC=PRIDE:0000897	cellenONE	H460_out80_D1	1	15	run 15	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	20	1	1	202500611_Astral1_Neo6_TH113_Matzinger_THIDSP_006__80SPD_out80_H460_D1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=NCI-H460;AC=CLO:0008089
H460_out80_D10	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung large cell carcinoma;AC=MONDO:0003050	NT=NCI-H460;AC=CLO:0008089	CVCL_0459	NCI-H460	not available	male	cell	NT=single cell;AC=PRIDE:0000897	cellenONE	H460_out80_D10	1	16	run 16	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	20	1	1	202500611_Astral1_Neo6_TH113_Matzinger_THIDSP_006__80SPD_out80_H460_D10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=NCI-H460;AC=CLO:0008089
H460_out80_D11	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung large cell carcinoma;AC=MONDO:0003050	NT=NCI-H460;AC=CLO:0008089	CVCL_0459	NCI-H460	not available	male	cell	NT=single cell;AC=PRIDE:0000897	cellenONE	H460_out80_D11	1	17	run 17	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	20	1	1	202500611_Astral1_Neo6_TH113_Matzinger_THIDSP_006__80SPD_out80_H460_D11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=NCI-H460;AC=CLO:0008089
H460_out80_D12	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung large cell carcinoma;AC=MONDO:0003050	NT=NCI-H460;AC=CLO:0008089	CVCL_0459	NCI-H460	not available	male	cell	NT=single cell;AC=PRIDE:0000897	cellenONE	H460_out80_D12	1	18	run 18	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	20	1	1	202500611_Astral1_Neo6_TH113_Matzinger_THIDSP_006__80SPD_out80_H460_D12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=NCI-H460;AC=CLO:0008089
H460_out80_D16	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung large cell carcinoma;AC=MONDO:0003050	NT=NCI-H460;AC=CLO:0008089	CVCL_0459	NCI-H460	not available	male	cell	NT=single cell;AC=PRIDE:0000897	cellenONE	H460_out80_D16	1	19	run 19	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	20	1	1	202500611_Astral1_Neo6_TH113_Matzinger_THIDSP_006__80SPD_out80_H460_D16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=NCI-H460;AC=CLO:0008089
H460_out80_D17	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung large cell carcinoma;AC=MONDO:0003050	NT=NCI-H460;AC=CLO:0008089	CVCL_0459	NCI-H460	not available	male	cell	NT=single cell;AC=PRIDE:0000897	cellenONE	H460_out80_D17	1	20	run 20	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	20	1	1	202500611_Astral1_Neo6_TH113_Matzinger_THIDSP_006__80SPD_out80_H460_D17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=NCI-H460;AC=CLO:0008089
H460_out80_D18	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung large cell carcinoma;AC=MONDO:0003050	NT=NCI-H460;AC=CLO:0008089	CVCL_0459	NCI-H460	not available	male	cell	NT=single cell;AC=PRIDE:0000897	cellenONE	H460_out80_D18	1	21	run 21	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	20	1	1	202500611_Astral1_Neo6_TH113_Matzinger_THIDSP_006__80SPD_out80_H460_D18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=NCI-H460;AC=CLO:0008089
H460_out80_D19	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung large cell carcinoma;AC=MONDO:0003050	NT=NCI-H460;AC=CLO:0008089	CVCL_0459	NCI-H460	not available	male	cell	NT=single cell;AC=PRIDE:0000897	cellenONE	H460_out80_D19	1	22	run 22	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	20	1	1	202500611_Astral1_Neo6_TH113_Matzinger_THIDSP_006__80SPD_out80_H460_D19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=NCI-H460;AC=CLO:0008089
H460_out80_D20	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung large cell carcinoma;AC=MONDO:0003050	NT=NCI-H460;AC=CLO:0008089	CVCL_0459	NCI-H460	not available	male	cell	NT=single cell;AC=PRIDE:0000897	cellenONE	H460_out80_D20	1	23	run 23	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	20	1	1	202500611_Astral1_Neo6_TH113_Matzinger_THIDSP_006__80SPD_out80_H460_D20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=NCI-H460;AC=CLO:0008089
H460_out80_D3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung large cell carcinoma;AC=MONDO:0003050	NT=NCI-H460;AC=CLO:0008089	CVCL_0459	NCI-H460	not available	male	cell	NT=single cell;AC=PRIDE:0000897	cellenONE	H460_out80_D3	1	24	run 24	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	20	1	1	202500611_Astral1_Neo6_TH113_Matzinger_THIDSP_006__80SPD_out80_H460_D3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=NCI-H460;AC=CLO:0008089
H460_out80_D4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung large cell carcinoma;AC=MONDO:0003050	NT=NCI-H460;AC=CLO:0008089	CVCL_0459	NCI-H460	not available	male	cell	NT=single cell;AC=PRIDE:0000897	cellenONE	H460_out80_D4	1	25	run 25	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	20	1	1	202500611_Astral1_Neo6_TH113_Matzinger_THIDSP_006__80SPD_out80_H460_D4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=NCI-H460;AC=CLO:0008089
H460_out80_D6	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung large cell carcinoma;AC=MONDO:0003050	NT=NCI-H460;AC=CLO:0008089	CVCL_0459	NCI-H460	not available	male	cell	NT=single cell;AC=PRIDE:0000897	cellenONE	H460_out80_D6	1	26	run 26	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	20	1	1	202500611_Astral1_Neo6_TH113_Matzinger_THIDSP_006__80SPD_out80_H460_D6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=NCI-H460;AC=CLO:0008089
